csas_reference_id,year,extracted_title,reference,priority_for_scope_audit,priority_reason,corpus_match_status,matched_corpus_id,matched_corpus_title,match_score,match_method,manual_audit_note
CSAS-196,2006,Black corals (Antipatharia: Anthozoa: Cnidaria) of the northeastern Atlantic,"Molodtsova, T. 2006. Black corals (Antipatharia: Anthozoa: Cnidaria) of the northeastern Atlantic. In Biogeography of the Atlantic Seamounts. Edited by A.N. Mironov, A.V. Gebruk, A.J. Southward. KMK Scientific, Moscow, Russia. 201 p.",NO,,NOT FOUND,,,0.462,no match above 0.84 threshold within publication year +/- 1,
CSAS-197,2013,Deep-sea mushroom soft corals (Octocorallia: Alcyonacea: Alcyoniidae) of the Northern Mid-Atlantic Ridge,"Molodtsova, T.N. 2013. Deep-sea mushroom soft corals (Octocorallia: Alcyonacea: Alcyoniidae) of the Northern Mid-Atlantic Ridge. Mar. Biol. Res. 9(5-6): 488–515.",NO,,NOT FOUND,,,0.462,no match above 0.84 threshold within publication year +/- 1,
CSAS-198,2006,Distribution of deep-water corals in Atlantic Canada,"Mortensen, P.B., Buhl-Mortensen, L. and Gordon, D.C. Jr. 2006. Distribution of deep-water corals in Atlantic Canada. In Proceedings of the 10th International Coral Reef Symposium. Tokyo, Japan. Japanese Coral Reef Society. pp. 1832–1848.",NO,,NOT FOUND,,,0.545,no match above 0.84 threshold within publication year +/- 1,
CSAS-199,2004,Distribution of deep-water gorgonian corals in relation to benthic habitat features in the Northeast Channel (Atlantic Canada),"Mortensen, P.B. and Buhl-Mortensen, L. 2004. Distribution of deep-water gorgonian corals in relation to benthic habitat features in the Northeast Channel (Atlantic Canada). Mar. Biol. 144: 1223–1238.",NO,,NOT FOUND,,,0.452,no match above 0.84 threshold within publication year +/- 1,
CSAS-200,2005,"Deep-water corals and their habitats in The Gully, a submarine canyon off Atlantic Canada","Mortensen, P.B., and Buhl-Mortensen, L. 2005. Deep-water corals and their habitats in The Gully, a submarine canyon off Atlantic Canada. In Cold-Water Corals and Ecosystems. Edited by A. Freiwald and J.M. Roberts. Springer Berlin Heidelberg. pp. 247–277.",NO,,PRESENT,CWC-3143549B8BE9,Cold-Water Corals and Ecosystems,1.0,normalized title contained in CSAS reference,
CSAS-201,2020,Marine Species Identification Portal: Sponge of the Northeast Atlantic,MSIP. 2020. Marine Species Identification Portal: Sponge of the Northeast Atlantic. Accessed 11 January 2019.,NO,,NOT FOUND,,,0.5,no match above 0.84 threshold within publication year +/- 1,
CSAS-202,2008,Preliminary data on cold-water corals and large sponges by-catch from Spanish/EU bottom trawl groundfish survey in NAFO Regulatory Area (Divs. 3LMNO) and Canadian EEZ (Div. 3L): 2005–2007 period,"Murillo, F.J., Durán Muñoz, P., Sacau, M., González-Troncoso, D., and Serrano, A. 2008. Preliminary data on cold-water corals and large sponges by-catch from Spanish/EU bottom trawl groundfish survey in NAFO Regulatory Area (Divs. 3LMNO) and Canadian EEZ (Div. 3L): 2005–2007 period. NAFO SCR Doc. 08/10, Serial No. N5501, 28 p.",NO,,NOT FOUND,,,0.311,no match above 0.84 threshold within publication year +/- 1,
CSAS-203,2011,"Distribution of deep-water corals of the Flemish Cap, Flemish Pass, and the Grand Banks of Newfoundland (Northwest Atlantic Ocean): interaction with fishing activities","Murillo, F.J., Durán Muñoz, P., Altuna, A., and Serrano, A. 2011. Distribution of deep-water corals of the Flemish Cap, Flemish Pass, and the Grand Banks of Newfoundland (Northwest Atlantic Ocean): interaction with fishing activities. ICES J. Mar. Sci. 68: 319–332.",NO,,PRESENT,CWC-B776F1E5476C,"Distribution of deep-water corals of the Flemish Cap, Flemish Pass, and the Grand Banks of Newfoundland (Northwest Atlantic Ocean): interaction with fishing activities",1.0,normalized title contained in CSAS reference,
CSAS-204,2012,"Deep-sea sponge grounds of the Flemish Cap, Flemish Pass and the Grand Banks of Newfoundland (Northwest Atlantic Ocean): Distribution and species composition","Murillo, F.J., Durán Muñoz, P., Cristobo, J., Ríos, P., González, C., Kenchington, E., and Serrano, A. 2012. Deep-sea sponge grounds of the Flemish Cap, Flemish Pass and the Grand Banks of Newfoundland (Northwest Atlantic Ocean): Distribution and species composition. Mar. Biol. Res. 8–9: 842–854.",NO,,PRESENT,CWC-C39D2EFC582D,"Deep-sea sponge grounds of the Flemish Cap, Flemish Pass and the Grand Banks of Newfoundland (Northwest Atlantic Ocean): Distribution and species composition",1.0,normalized title contained in CSAS reference,
CSAS-205,2013,Glass sponges off the Newfoundland (Northwest Atlantic): Description of a new species of Dictyaulus (Porifera: Hexactinellida: Euplectellidae). J,"Murillo, F.J., Tabachnick, K.R., and Menshenina, L.L. 2013. Glass sponges off the Newfoundland (Northwest Atlantic): Description of a new species of Dictyaulus (Porifera: Hexactinellida: Euplectellidae). J. Mar. Biol. 2013: 5.",NO,,NOT FOUND,,,0.467,no match above 0.84 threshold within publication year +/- 1,
CSAS-206,2016,"Ancient deep-sea sponge grounds on the Flemish Cap and Grand Bank, northwest Atlantic","Murillo, F.J., Kenchington, E., Lawson, J.M., Li, G., and Piper, D.J.W. 2016a. Ancient deep-sea sponge grounds on the Flemish Cap and Grand Bank, northwest Atlantic. Marine Biology. 163(63): 2–11.",NO,,PRESENT,CWC-034B5B194DB6,C,0.852,fuzzy title/year,
CSAS-207,2016,"Epibenthic assemblages of the Tail of the Grand Bank and Flemish Cap (northwest Atlantic) in relation to environmental parameters and trawling intensity. Deep-Sea Research I, 109: 99-122","Murillo, F.J., Serrano, A., Kenchington, E., and José, M. 2016b. Epibenthic assemblages of the Tail of the Grand Bank and Flemish Cap (northwest Atlantic) in relation to environmental parameters and trawling intensity. Deep-Sea Research I, 109: 99-122.",NO,,PRESENT,CWC-B1CFB97E1BE0,Epibenthic assemblages of the Tail of the Grand Bank and Flemish Cap (northwest Atlantic) in relation to environmental parameters and trawling intensity,1.0,normalized title contained in CSAS reference,
CSAS-208,2018,Morphometry and growth of sea pen species from dense habitats in the Gulf of St,"Murillo, F.J., MacDonald, B.W., Kenchington, E., Campana, S.E., Sainte-Marie, B., and Sacau, M. 2018. Morphometry and growth of sea pen species from dense habitats in the Gulf of St. Lawrence, eastern Canada. Mar. Biol. Res. 14(4): 366–382.",NO,,NOT FOUND,,,0.462,no match above 0.84 threshold within publication year +/- 1,
CSAS-209,2013,SC Working Group on Ecosystem Science and Assessment: November 2013,NAFO. 2013. SC Working Group on Ecosystem Science and Assessment: November 2013. NAFO SCS Doc. 13/024. 209 p.,NO,,NOT FOUND,,,0.286,no match above 0.84 threshold within publication year +/- 1,
CSAS-210,2014,Occurrence of deep-water corals and sponges within NAFO regulatory area based on the data of observation onboard Russian fishing vessels during 2008–2013,NAFO. 2014. Occurrence of deep-water corals and sponges within NAFO regulatory area based on the data of observation onboard Russian fishing vessels during 2008–2013. NAFO SCR Doc. 14/042. 6 p.,NO,,PRESENT,CWC-105D3EA801A8,Corals,0.856,fuzzy title/year,
CSAS-211,2019,Vulnerable Marine Ecosystem (VME) Closures,NAFO. 2019a. Vulnerable Marine Ecosystem (VME) Closures. Accessed 20 October 2019.,NO,,NOT FOUND,,,0.375,no match above 0.84 threshold within publication year +/- 1,
CSAS-212,2019,VME fact sheets 2019,NAFO. 2019b. VME fact sheets 2019. Northeast Flemish Cap 5. Rome. Accessed 07 January 2020.,NO,,NOT FOUND,,,0.286,no match above 0.84 threshold within publication year +/- 1,
CSAS-213,2019,Report of the 12th Meeting of the NAFO Scientific Council Working Group on Ecosystem Science and Assessment (WG-ESA),NAFO. 2019c. Report of the 12th Meeting of the NAFO Scientific Council Working Group on Ecosystem Science and Assessment (WG-ESA). NAFO SCS Doc. 19/25. Serial No N7027. 135 p.,NO,,NOT FOUND,,,0.389,no match above 0.84 threshold within publication year +/- 1,
CSAS-214,2019,Lessons learned from offshore oil and gas incidents in the Arctic and other ice-prone seas,"Necci, A., Tarantola, S., Vamanu, B., Krausmann, E., and Ponte, L. 2019. Lessons learned from offshore oil and gas incidents in the Arctic and other ice-prone seas. Ocean Engineering, 185: 12–26.",NO,,NOT FOUND,,,0.5,no match above 0.84 threshold within publication year +/- 1,
CSAS-215,2005,"Composition, environmental fates, and biological effects of water based drilling muds and cuttings discharged to the marine environment: a synthesis and annotated bibliography","Neff, J.M. 2005. Composition, environmental fates, and biological effects of water based drilling muds and cuttings discharged to the marine environment: a synthesis and annotated bibliography. Prepared for Petroleum Environmental Research Forum and American Petroleum Institute. Duxbury, MA. 83 p.",NO,,NOT FOUND,,,0.343,no match above 0.84 threshold within publication year +/- 1,
CSAS-216,2010,Fate and effects of water based drilling muds and cuttings in cold water environments,"Neff, J.M. 2010. Fate and effects of water based drilling muds and cuttings in cold water environments. Report for Shell Exploration and Production Company. Houston, Texas. 310 p.",NO,,NOT FOUND,,,0.444,no match above 0.84 threshold within publication year +/- 1,
CSAS-217,2000,Environmental impacts of synthetic based drilling fluids,"Neff, J.M., McKelvie, S., and Ayers, R.C. Jr. 2000. Environmental impacts of synthetic based drilling fluids. Report prepared for MMS by Robert Ayers & Associates, Inc. August 2000. U.S. Department of the Interior, Minerals Management Service, Gulf of Mexico OCS Region, New Orleans, LA. OCS Study MMS 2000-064. 118 p.",NO,,NOT FOUND,,,0.364,no match above 0.84 threshold within publication year +/- 1,
CSAS-218,2015,Deep-water bamboo coral forests in a muddy Arctic environment,"Neves, B.M., Edinger, E., Hillaire-Marcel, C., Saucier, E.M., France, S.C., Treble, M.A., and Wareham, V.E. 2015. Deep-water bamboo coral forests in a muddy Arctic environment. Mar. Biodivers. 45: 867–871.",YES,Organism: coral; exposure/impact: drilling mud,PRESENT,CWC-8348819C8DEA,Deep-water bamboo coral forests in a muddy Arctic environment,1.0,normalized title contained in CSAS reference,
CSAS-219,2018,Morphology and composition of the internal axis in two morphologically contrasting deep-water sea pens (Cnidaria: Octocorallia). J,"Neves, B.M., Edinger, E., and Wareham Hayes, V.E. 2018b. Morphology and composition of the internal axis in two morphologically contrasting deep-water sea pens (Cnidaria: Octocorallia). J. Nat. Hist. 58: 659–685.",NO,,NOT FOUND,,,0.41,no match above 0.84 threshold within publication year +/- 1,
CSAS-220,2020,Cold-Water Soft Corals (Cnidaria: Nephtheidae) as Habitat for Juvenile Basket Stars (Echinodermata: Gorgonocephalidae),"Neves, B.M., Wareham Hayes, V., Herder, E., Hedges, K., Grant, C., and Archambault, P. 2020. Cold-Water Soft Corals (Cnidaria: Nephtheidae) as Habitat for Juvenile Basket Stars (Echinodermata: Gorgonocephalidae). Front. Mar. Sci. 7:547896.",NO,,PRESENT,CWC-48099CA9C8C6,Cnidaria,0.861,fuzzy title/year,
CSAS-221,2020,,Newfoundland Offshore Petroleum Drilling and Production Regulations. SOR/2009-316. Accessed 10 January 2020.,NO,,NOT FOUND,,,0.0,no match above 0.84 threshold within publication year +/- 1,
CSAS-222,2019,Flemish Pass Exploration Drilling Project (2018–2028) – Environmental Impact Statement,"Nexen Energy ULC. 2019. Flemish Pass Exploration Drilling Project (2018–2028) – Environmental Impact Statement. Prepared by Amec Foster Wheeler. St. John’s, NL Canada.1185 p.",NO,,NOT FOUND,,,0.222,no match above 0.84 threshold within publication year +/- 1,
CSAS-223,2009,Modeling the dispersion of drilling muds using the bblt model: the effects of settling velocity,"Niu, H., Drozdowski, A., Husain, T., Veitch, B., Bose, N., and Lee, K. 2009. Modeling the dispersion of drilling muds using the bblt model: the effects of settling velocity. Environ. Model. Assess. 14(5): 585–594.",NO,,PRESENT,CWC-CA557E4BCCAB,Modeling the dispersion of drilling muds using the bblt model: the effects of settling velocity,1.0,normalized title contained in CSAS reference,
CSAS-224,2015,Environmental monitoring of petroleum activities on the Norwegian continental shelf. M-408. 64 p,Norwegian Environment Agency. 2015. Environmental monitoring of petroleum activities on the Norwegian continental shelf. M-408. 64 p.,NO,,PRESENT,CWC-034B5B194DB6,C,0.852,fuzzy title/year,
CSAS-225,2012,Water Quality – Visual seabed surveys using remotely operated and/or towed observation gear for collection of environmental data,Norwegian Standards. 2012. Water Quality – Visual seabed surveys using remotely operated and/or towed observation gear for collection of environmental data. NS EN 16260:2012. 22 p.,NO,,PRESENT,CWC-B37F719DFED6,북동태평양 해저퇴적물의 Be 연대측정,0.852,fuzzy title/year,
CSAS-226,2011,Plugging and abandonment of oil and gas wells,NPC. 2011. Plugging and abandonment of oil and gas wells. Working Document of the NPC North American Resource Development Study. Paper #2-25: 21 p.,NO,,NOT FOUND,,,0.462,no match above 0.84 threshold within publication year +/- 1,
CSAS-227,2016,Drilling Performance Review Offshore Newfoundland and Labrador,"NSB Energy Consulting. 2016. Drilling Performance Review Offshore Newfoundland and Labrador. Prepared for Nalcor Energy – Oil and Gas. St. John’s, NL. 545 p.",NO,,PRESENT,CWC-034B5B194DB6,C,0.852,fuzzy title/year,
CSAS-228,1912,Descriptions of the Alcyonaria collected by the U.S,"Nutting, C.C. 1912. Descriptions of the Alcyonaria collected by the U.S. Fisheries steamer ""Albatross,"" mainly in Japanese waters, during 1906. Proceedings of the U.S. National Museum. Accessed 15 December 2019.",NO,,NOT FOUND,,,0.308,no match above 0.84 threshold within publication year +/- 1,
CSAS-229,2001,Parametrization and evaluation of marine environmental impacts produced by deep-sea manganese nodule mining,"Oebius, H.U., Becker, H.J., Rolinski, S., and Jankowski, J.A. 2001. Parametrization and evaluation of marine environmental impacts produced by deep-sea manganese nodule mining. Deep Sea Res. Part II: Topi. Stud. Ocean. 48(17–18): 3453–3467.",NO,,PRESENT,CWC-89AC0783794A,Parametrization and evaluation of marine environmental impacts produced by deep-sea manganese nodule mining,1.0,normalized title contained in CSAS reference,
CSAS-230,2003,Environmental aspects of the use and disposal of non aqueous drilling fluids associated with offshore oil & gas operations,OGP. 2003. Environmental aspects of the use and disposal of non aqueous drilling fluids associated with offshore oil & gas operations. International Association of Oil & Gas Producers. Report No: 342. 114 p.,NO,,NOT FOUND,,,0.483,no match above 0.84 threshold within publication year +/- 1,
CSAS-231,2010,Blowout Frequencies,OGP. 2010. Blowout Frequencies. Risk Assessment Data Directory No. 434-02. 20 p.,NO,,NOT FOUND,,,0.0,no match above 0.84 threshold within publication year +/- 1,
CSAS-232,2019,Blowout Frequencies,OGP. 2019. Blowout Frequencies. Risk Assessment Data Directory No. 434-02. 28 p.,NO,,NOT FOUND,,,0.069,no match above 0.84 threshold within publication year +/- 1,
CSAS-233,2018,Taranaki Basin Impact Assessment,"OMV New Zealand Ltd. 2018. Taranaki Basin Impact Assessment. Prepared by SLR Conuslting NZ Limited. Port Nelson, Nelson, New Zealand. 319 p.",NO,,NOT FOUND,,,0.286,no match above 0.84 threshold within publication year +/- 1,
CSAS-234,1841,Description of a New Genus and Species of Sponge (Euplectella aspergillum),"Owen, R. 1841. Description of a New Genus and Species of Sponge (Euplectella aspergillum). Proceedings of the Zoological Society of London, 9: 3–5.",NO,,NOT FOUND,,,0.1,no match above 0.84 threshold within publication year +/- 1,
CSAS-235,2014,"Effects of the Terra Nova offshore oil development on benthic macro-invertebrates over 10 years of development drilling on the Grand Banks of Newfoundland, Canada","Paine, M.D., DeBlois, E.M., Kilgour, B.W., Tracy, E., Pocklington, P., Crowley, R.D., Williams, U.P., and Janes, G.G. 2014. Effects of the Terra Nova offshore oil development on benthic macro-invertebrates over 10 years of development drilling on the Grand Banks of Newfoundland, Canada. Deep Sea Res. Part II. 110: 38–64.",NO,,PRESENT,CWC-96DD205703DC,Новые данные по палеонтологии палеозоя Агинской структурно-формационной зоны Забайкалья (часть 1),0.851,fuzzy title/year,
CSAS-236,2013,GLOBAL Eddy-Permitting Ocean Reanalyses and Simulations of the Period 1992 to Present,"Parent, L., Ferry, N., Barnier, B., Garric, G., Bricaud, C., Testut, C.E., Le Galloudec, O., Lellouche, J.-M., Greiner, E., Drevillon, M., Remy, E., Moulines, J.-M., Guinehut, S., and Cabanes, C. 2013. GLOBAL Eddy-Permitting Ocean Reanalyses and Simulations of the Period 1992 to Present. Proc. 20 Years Prog. Radar Altimetry, 1–31.",NO,,NOT FOUND,,,0.385,no match above 0.84 threshold within publication year +/- 1,
CSAS-237,2014,Ecologically active concrete for coastal and marine infrastructure: Innovative matrices and designs,"Perkol-Finkel, S., and Stella, I. 2014. Ecologically active concrete for coastal and marine infrastructure: Innovative matrices and designs. ICE Publishing.",NO,,NOT FOUND,,,0.316,no match above 0.84 threshold within publication year +/- 1,
CSAS-238,2019,"Removal of deep-sea sponges by bottom trawling in the Flemish Cap area: conservation, ecology and economic assessment","Pham, C.K., Murillo, F.J., Lirette, C., Maldonado, M., Colaço, A., Ottaviani, D., and Kenchington, E. 2019. Removal of deep-sea sponges by bottom trawling in the Flemish Cap area: conservation, ecology and economic assessment. Sci. Rep. 9: 15843.",NO,,PRESENT,CWC-640072080C39,"Removal of deep-sea sponges by bottom trawling in the Flemish Cap area: conservation, ecology and economic assessment",1.0,normalized title contained in CSAS reference,
CSAS-239,1998,"BioMar biotope viewer: a guide to marine habitats, fauna and flora of Britain and Ireland. [CD-ROM] Environmental Sciences Unit, Trinity College, Dublin","Picton, B.E., and Costello, M.J. 1998. BioMar biotope viewer: a guide to marine habitats, fauna and flora of Britain and Ireland. [CD-ROM] Environmental Sciences Unit, Trinity College, Dublin.",NO,,NOT FOUND,,,0.286,no match above 0.84 threshold within publication year +/- 1,
CSAS-240,2011,"Isodictya palmate (ellis & Solander, 1786)","Picton, B.E., Morrow, C.C., and R.W.B. van Soest. 2011. Isodictya palmate (ellis & Solander, 1786). In Sponges of Britain and Ireland. Accessed 3 January 2020.",NO,,NOT FOUND,,,0.222,no match above 0.84 threshold within publication year +/- 1,
CSAS-241,2018,"Effects of trawling activity on the bamboo-coral Isidella elongata and the sea pen Funiculina quadrangularis along the Gioia Canyon (Western Mediterranean, southern Tyrrhenian Sea)","Pierdomenico, M., Russo, T., Ambroso, S., Gori, A., Martorelli, E., D’Andrea, L., Gili, J.M., and Chiocci, F.L. 2018. Effects of trawling activity on the bamboo-coral Isidella elongata and the sea pen Funiculina quadrangularis along the Gioia Canyon (Western Mediterranean, southern Tyrrhenian Sea). Prog. Oceanogr. 169: 214–226.",NO,,PRESENT,CWC-6FED2E8ABDC5,"Effects of trawling activity on the bamboo-coral Isidella elongata and the sea pen Funiculina quadrangularis along the Gioia Canyon (Western Mediterranean, southern Tyrrhenian Sea)",1.0,normalized title contained in CSAS reference,
CSAS-242,2020,Influence of deep-water corals and sponge gardens on infaunal community composition and ecosystem functioning in the Eastern Canadian Arctic,"Pierrejean, M., Grant, C., Neves, B.M., Chaillou, G., Edinger, E., Blanchet, F.G., Maps, F., Nozais, C., and Archambault, P. 2020. Influence of deep-water corals and sponge gardens on infaunal community composition and ecosystem functioning in the Eastern Canadian Arctic. Fron. Mar. Sci. 7:495.",NO,,PRESENT,CWC-3CCFECCF793F,Influence of Deep-Water Corals and Sponge Gardens on Infaunal Community Composition and Ecosystem Functioning in the Eastern Canadian Arctic,1.0,normalized title contained in CSAS reference,
CSAS-243,2015,Appearance matters: sedimentation effects on different sponge morphologies. J,"Pineda, M.C., Duckworth, A., and Webster, N. 2015. Appearance matters: sedimentation effects on different sponge morphologies. J. Mar. Bio. Asso. UK. 96(2): 481–492.",YES,Organism: sponge; exposure/impact: sediment,PRESENT,CWC-1E8A06594C30,Appearance matters: sedimentation effects on different sponge morphologies,1.0,normalized title contained in CSAS reference,
CSAS-244,2009,Modeling the discharge of cuttings and drilling fluids in a deep-water environment. Deep-Sea Res,"Pivel, M.A.G., Freitas, C.M.D.S., and Comba, J.L.D. 2009. Modeling the discharge of cuttings and drilling fluids in a deep-water environment. Deep-Sea Res. II. 56: 12–21.",NO,,PRESENT,CWC-BE6197771C61,Modeling the discharge of cuttings and drilling fluids in a deep-water environment,1.0,normalized title contained in CSAS reference,
CSAS-245,2004,"Biodiversity and distribution of Polymastiidae (Desmospongiae, Hadromerida) in the Arctic area","Plotkin, A. 2004. Biodiversity and distribution of Polymastiidae (Desmospongiae, Hadromerida) in the Arctic area. Boll. Mus. Ist. Biol. Univ. Genova, 68: 535–547.",NO,,NOT FOUND,,,0.444,no match above 0.84 threshold within publication year +/- 1,
CSAS-246,2018,Polymastiidae (Porifera: Demospongiae) of the Nordic and Siberian Seas. J,"Plotkin, A., Gerasimova, E., and Rapp, H. 2018. Polymastiidae (Porifera: Demospongiae) of the Nordic and Siberian Seas. J. Mar. Biolog. Assoc. U.K. 98(6):1273–1335.",NO,,PRESENT,CWC-BF2F65402E3D,Polymastiidae (Porifera: Demospongiae) of the Nordic and Siberian Seas,1.0,normalized title contained in CSAS reference,
CSAS-247,2014,Sediment and Turbidity Associated with Offshore Dredging Increase Coral Disease Prevalence on Nearby Reefs,"Pollock, F.J., Lamb, J.B., Field, S.N., Heron, S.F., Schaffelke, B., Shedrawi, G., Bourne, D.G., and Willis, B.L. 2014. Sediment and Turbidity Associated with Offshore Dredging Increase Coral Disease Prevalence on Nearby Reefs. PLoS ONE, 9(7): e102498.",YES,"Organism: coral; exposure/impact: sediment, turbidity",PRESENT,CWC-11C8578A23E4,Sediment and Turbidity Associated with Offshore Dredging Increase Coral Disease Prevalence on Nearby Reefs,1.0,normalized title contained in CSAS reference,
CSAS-248,2015,A Time Series Study of Lophelia pertusa and Reef Megafauna Responses to Drill Cuttings Exposure on the Norwegian Margin,"Purser, A. 2015. A Time Series Study of Lophelia pertusa and Reef Megafauna Responses to Drill Cuttings Exposure on the Norwegian Margin. PLoS ONE, 10(7): e0134076.",YES,"Organism: cold-water coral; exposure/impact: drilling, drill cuttings",PRESENT,CWC-D670110C23A8,A Time Series Study of Lophelia pertusa and Reef Megafauna Responses to Drill Cuttings Exposure on the Norwegian Margin,1.0,normalized title contained in CSAS reference,
CSAS-249,2012,Monitoring strategies for drill cutting discharge in the vicinity of cold-water coral ecosystems,"Purser, A., and Thomsen, L. 2012. Monitoring strategies for drill cutting discharge in the vicinity of cold-water coral ecosystems. Mar. Pollut. Bull. 64: 2309–2316.",YES,"Organism: coral; exposure/impact: drilling, drill cuttings",PRESENT,CWC-9BFC61A48726,Monitoring strategies for drill cutting discharge in the vicinity of cold-water coral ecosystems,1.0,normalized title contained in CSAS reference,
CSAS-250,2016,Vertical water mass structure in the North Atlantic influence the bathymetric distribution of species in the deep-sea coral genus Paramuricea,"Radice, V.Z., Quattrini, A.M., Wareham, V.E., Edinger, E.N., and Cordes, E.E. 2016. Vertical water mass structure in the North Atlantic influence the bathymetric distribution of species in the deep-sea coral genus Paramuricea. Deep Sea Res. I. 116: 253–263.",NO,,PRESENT,CWC-034B5B194DB6,C,0.851,fuzzy title/year,
CSAS-251,2016,The impact of anthropogenic activity on cold-water corals,"Ragnarsson, S.Á., Burgos, J.M., Kutti, T., van der Beld, I., Egilsdóttir, H., Arnaud-Haond, S., and Grehan, A. 2016. The impact of anthropogenic activity on cold-water corals. In Marine Animal Forests: The ecology of benthic biodiversity hotspots. Edited by S. Rossi, L. Bramanit, A. Gori and Orejas, C. Springer International Publishing AG. pp. 989–1023.",NO,,PRESENT,CWC-7A075BEFB91E,The Impact of Anthropogenic Activity on Cold-Water Corals,1.0,normalized title contained in CSAS reference,
CSAS-252,1997,The effects of drilling muds on marine invertebrate larvae and adults,"Raimondi, P.T., Barnett, A.M., and Krause, P.R. 1997. The effects of drilling muds on marine invertebrate larvae and adults. Environ. Toxicol. Chem. 16(6): 1218–1228.",NO,,PRESENT,CWC-E50A57133B77,The effects of drilling muds on marine invertebrate larvae and adults,1.0,normalized title contained in CSAS reference,
CSAS-253,2011,Man and the Last Great Wilderness: Human Impact on the Deep Sea,"Ramirez-Llodra, E., Tyler, P.A., Baker, M.C., Bergstad, O.A., Clark, M.R., Escobar, E., Levin, L.A., Menot, L., Rowden, A.A., Smith, C.R., and Van Dover, C.L. 2011. Man and the Last Great Wilderness: Human Impact on the Deep Sea. PLoS ONE, 6(7): e22588.",NO,,PRESENT,CWC-AF94F36B3EA4,Man and the Last Great Wilderness: Human Impact on the Deep Sea,1.0,normalized title contained in CSAS reference,
CSAS-254,1971,In situ pumping activities of tropical Desmospongiae,"Reiswig, H.M. 1971. In situ pumping activities of tropical Desmospongiae. Marine Biology. 9:38– 50.",NO,,PRESENT,CWC-379D32B441DA,In situ pumping activities of tropical Demospongiae,0.857,fuzzy title/year,
CSAS-255,2011,"The Marine Fauna of New Zealand: Hexasterophoran Glass Sponges of New Zealand (Porifera: Hexactinellida: Hexasterophora): Orders Hexactinosida, Aulocalycoida and Lychniscosida","Reiswig, H.M., and Kelly, M. 2011. The Marine Fauna of New Zealand: Hexasterophoran Glass Sponges of New Zealand (Porifera: Hexactinellida: Hexasterophora): Orders Hexactinosida, Aulocalycoida and Lychniscosida. NIWA Biodiversity Memoir, ISSN 1174–0043; 124. pp. 1– 176.",NO,,PRESENT,CWC-B46481C4F382,Sponges,0.856,fuzzy title/year,
CSAS-256,2009,Cold-Water Corals: The Biology and Geology of Deep-Sea Coral Habitats,"Roberts, J., Wheeler, A., Freiwald, A., and Cairns, S. 2009. Cold-Water Corals: The Biology and Geology of Deep-Sea Coral Habitats. Cambridge University Press. New York, USA.",NO,,PRESENT,CWC-99E91125465E,Cold-water Corals: The Biology and Geology of Deep-Sea Coral Habitats.,1.0,normalized title contained in CSAS reference,
CSAS-257,2006,Reefs of the deep: the biology and geology of cold-water coral ecosystems,"Roberts, J.M., Wheeler, A.J., and Freiwald, A. 2006. Reefs of the deep: the biology and geology of cold-water coral ecosystems. Science, 312: 543–547.",NO,,PRESENT,CWC-99A4E835D906,Reefs of the Deep: The Biology and Geology of Cold-Water Coral Ecosystems,1.0,normalized title contained in CSAS reference,
CSAS-258,2017,The coevolution of midwater research and ROV technology at MBARI,"Robinson, B.H., Reisenbichler, K.R., and Sherlock, R.E. 2017. The coevolution of midwater research and ROV technology at MBARI. Oceanography, 30(4):26–37.",NO,,PRESENT,CWC-034B5B194DB6,C,0.852,fuzzy title/year,
CSAS-259,2019,Are fish associations with corals and sponges more than an affinity to structure: Evidence across two widely divergent ecosystems,"Rooper, C.N., Goddard, P., and Wilborn, R. 2019. Are fish associations with corals and sponges more than an affinity to structure: Evidence across two widely divergent ecosystems. Can. J. Fish. Aquat. Sci.",NO,,PRESENT,CWC-02E0112E62A5,Sponges,0.858,fuzzy title/year,
CSAS-260,2017,Stress response of the black coral Leiopathes glaberrima when exposed to sub-lethal amounts of crude oil and dispersant,"Ruiz-Ramos, D.V., Fisher, C.R., and Baums, I.B. 2017. Stress response of the black coral Leiopathes glaberrima when exposed to sub-lethal amounts of crude oil and dispersant. Elemental Science of the Anthropocene. 5: 77.",NO,,PRESENT,CWC-C235CD1F8859,Stress response of the black coral <i>Leiopathes glaberrima</i> when exposed to sub-lethal amounts of crude oil and dispersant,0.973,fuzzy title/year,
CSAS-261,2004,Behavioral mechanisms underlying the refuge value of benthic habitat structure for two flatfishes with differing anti-predator strategies,"Ryer, C.H., Stoner, A.W., and Titgen, R.H. 2004. Behavioral mechanisms underlying the refuge value of benthic habitat structure for two flatfishes with differing anti-predator strategies. Mar. Ecol. Prog. Ser. 269: 231–243.",NO,,PRESENT,CWC-B3C1658EBE84,Behavioral mechanisms underlying the refuge value of benthic habitat structure for two flatfishes with differing anti-predator strategies,1.0,normalized title contained in CSAS reference,
CSAS-262,2018,Sediment Resuspension Due to Near‐Bed Turbulent Effects: A Deep Sea Case Study on the Northwest Continental Slope of Western Australia. J,"Salim, S., Pattiaratchi, C., Tinoco, R.O., and Jayaratne, R. 2018. Sediment Resuspension Due to Near‐Bed Turbulent Effects: A Deep Sea Case Study on the Northwest Continental Slope of Western Australia. J. Geophys. Res. Oceans. 123(10), 7102–7119.",NO,,NOT FOUND,,,0.378,no match above 0.84 threshold within publication year +/- 1,
